c FILE			: graphs/g_1000_43.txt
a 519 504 93
a 196 259 96
a 55 238 98
a 574 634 95
a 144 673 94
a 222 33 92
a 391 297 96
a 16 63 98
a 851 289 92
a 845 783 91
a 438 149 95
a 9 634 99
a 386 384 98
a 136 402 98
a 508 526 98
a 570 633 98
a 504 754 90
a 51 144 99
a 66 26 94
a 2 64 94
a 286 145 90
a 511 745 96
a 511 12 98
a 696 66 95
a 523 727 91
a 453 110 94
a 51 180 91
a 945 946 97
a 252 258 93
a 259 55 95
a 785 282 93
a 5 270 98
a 502 85 97
a 316 813 93
a 883 414 93
a 816 527 93
a 508 73 98
a 634 883 97
a 879 344 90
a 70 102 94
a 798 908 94
a 942 433 91
a 4 151 94
a 189 158 98
a 39 23 94
a 176 426 92
a 94 328 91
a 394 448 97
a 579 520 97
a 116 109 92
a 695 879 97
a 880 970 97
a 127 211 91
a 175 293 96
a 918 418 91
a 945 805 96
a 648 551 96
a 261 636 96
a 516 1 91
a 24 149 90
a 589 711 97
a 502 567 90
a 298 267 90
a 448 449 97
a 188 719 91
a 658 964 99
a 394 366 95
a 578 869 93
a 766 884 95
a 16 141 90
a 332 369 91
a 359 300 95
a 484 286 96
a 70 11 98
a 508 73 94
a 113 657 90
a 206 42 96
a 73 66 99
a 8 23 97
a 101 109 98
a 74 939 97
a 158 161 94
a 5 134 95
a 79 17 95
a 664 658 91
a 282 344 90
a 644 891 99
a 195 203 90
a 282 317 98
a 376 886 97
a 776 292 96
a 4 339 97
a 134 9 95
a 127 509 99
a 5 50 97
a 660 925 91
a 588 730 92
a 876 688 96
a 579 64 90
a 119 110 93
a 695 571 91
a 578 707 91
a 883 152 93
a 657 133 96
a 883 199 98
a 8 35 94
a 567 941 91
a 196 130 98
a 126 33 91
a 286 161 94
a 305 783 90
a 66 797 91
a 532 501 95
a 547 51 95
a 244 644 91
a 449 722 94
a 24 81 98
a 422 164 97
a 244 23 93
a 610 328 92
a 2 477 93
a 182 20 99
a 453 204 91
a 887 134 99
a 351 495 94
a 347 407 99
a 923 899 93
a 175 237 95
a 501 508 97
a 32 449 99
a 74 445 97
a 472 698 93
a 648 395 92
a 414 167 92
a 782 532 92
a 142 127 90
a 119 667 91
a 130 563 95
a 32 39 92
a 16 126 97
a 17 16 94
a 564 633 98
a 266 422 90
a 175 300 98
a 689 110 94
a 274 898 99
a 938 942 96
a 144 85 94
a 313 78 98
a 109 554 92
a 578 532 97
a 964 199 99
a 204 689 92
a 254 64 90
a 508 526 95
a 698 851 90
a 168 183 99
a 136 550 97
a 703 391 96
a 578 594 90
a 633 9 94
a 963 460 95
a 66 410 92
a 395 714 90
a 19 11 97
a 283 289 91
a 269 526 97
a 251 94 94
a 145 35 91
a 679 563 97
a 73 39 91
a 824 887 99
a 627 657 93
a 101 57 97
a 586 773 98
a 39 48 99
a 645 161 97
a 12 558 91
a 16 244 92
a 532 533 96
a 883 758 91
a 126 252 93
a 620 24 91
a 188 722 97
a 63 517 90
a 266 876 94
a 884 384 91
a 737 117 94
a 630 629 97
a 633 883 91
a 423 426 99
a 392 203 92
a 414 883 95
a 414 679 98
a 273 64 94
a 626 754 97
a 504 120 92
a 770 269 95
a 801 555 90
a 238 104 91
a 258 790 97
a 204 149 92
a 634 884 90
a 501 581 96
a 644 151 91
a 456 831 97
a 192 266 99
a 173 17 94
a 376 141 93
a 182 394 94
a 64 94 93
a 119 110 95
a 696 902 99
a 39 344 90
a 649 383 92
a 198 574 95
a 395 19 97
a 234 191 95
a 160 126 93
a 762 297 90
a 946 398 94
a 601 520 93
a 33 501 90
a 383 195 93
a 57 164 91
a 578 63 97
a 292 36 90
a 422 930 91
a 36 785 98
a 82 411 94
a 641 644 92
a 395 457 91
a 704 235 97
a 39 101 90
a 55 180 92
a 456 642 90
a 516 581 94
a 644 136 98
a 26 307 93
a 198 699 91
a 457 82 98
a 610 547 91
a 960 445 99
a 17 66 94
a 39 43 99
a 237 487 96
a 407 47 98
a 86 172 90
a 533 923 93
a 254 347 91
a 64 703 96
a 384 352 93
a 417 442 97
a 262 2 94
a 39 48 99
a 261 831 90
a 273 57 91
a 777 838 93
a 555 579 91
a 844 251 94
a 129 688 98
a 195 148 97
a 129 519 96
a 362 352 90
a 39 4 98
a 167 157 91
a 831 817 95
a 251 286 98
a 119 567 96
a 64 47 93
a 876 886 99
a 508 766 91
a 939 502 97
a 680 32 91
a 752 82 96
a 267 332 95
a 516 524 92
a 706 82 91
a 151 398 97
a 847 945 99
a 751 547 92
a 761 984 90
a 19 42 91
a 301 527 91
a 441 129 90
a 470 360 93
a 19 82 91
a 563 859 94
a 884 574 90
a 501 24 91
a 164 234 99
a 51 120 91
a 532 39 92
a 761 844 95
a 532 54 93
a 151 675 93
a 585 195 99
a 642 586 90
a 70 917 90
a 161 558 94
a 5 252 95
a 926 48 92
a 392 454 95
a 773 859 93
a 835 463 97
a 453 969 90
a 157 161 93
a 344 851 94
a 391 24 93
a 688 179 97
a 386 293 98
a 602 492 93
a 597 245 91
a 157 94 95
a 664 42 95
a 126 70 96
a 532 504 92
a 85 851 94
a 314 48 99
a 254 557 95
a 252 4 94
a 783 634 91
a 79 523 98
a 254 755 95
a 433 26 90
a 16 360 93
a 884 664 99
a 472 206 99
a 914 230 93
a 767 33 98
a 883 570 93
a 359 179 90
a 672 551 97
a 129 456 99
a 942 973 96
a 9 134 98
a 261 251 96
a 633 542 90
a 344 2 91
a 956 442 95
a 509 9 90
a 797 64 95
a 292 70 98
a 191 117 90
a 722 851 97
a 501 581 97
a 164 335 95
a 40 101 90
a 234 127 93
a 1 320 91
a 566 82 97
a 769 502 93
a 454 329 97
a 4 129 90
a 4 542 96
a 703 758 96
a 539 9 91
a 362 800 97
a 879 789 96
a 914 164 99
a 229 494 99
a 547 610 98
a 566 142 98
a 19 97 93
a 9 74 99
a 369 414 95
a 610 776 99
a 719 188 91
a 188 439 92
a 516 758 96
a 5 285 94
a 835 637 90
a 441 949 90
a 314 71 90
a 320 251 99
a 751 526 95
a 793 786 90
a 851 245 93
a 571 759 99
a 879 886 94
a 751 828 90
a 511 519 96
a 752 829 94
a 688 141 90
a 117 82 99
a 141 17 98
a 20 35 95
a 2 567 90
a 438 813 96
a 823 448 94
a 145 399 97
a 720 910 95
a 401 168 93
a 501 719 95
a 410 198 98
a 258 551 96
a 798 923 97
a 39 282 99
a 345 36 96
a 262 816 93
a 160 5 93
a 195 136 93
a 504 761 99
a 94 188 94
a 210 501 94
a 254 566 94
a 758 251 99
a 439 641 98
a 195 516 95
a 627 42 94
a 509 651 90
a 141 298 92
a 182 183 93
a 408 2 99
a 377 98 99
a 160 414 94
a 751 551 94
a 167 222 93
a 512 761 93
a 126 380 93
a 300 308 91
a 359 554 98
a 642 704 91
a 1 258 97
a 367 352 99
a 8 9 93
a 55 51 99
a 610 33 97
a 441 438 92
a 945 901 99
a 426 176 93
a 535 536 93
a 317 331 96
a 254 379 94
a 751 782 94
a 504 578 96
a 586 585 95
a 172 23 92
a 426 175 98
a 511 189 96
a 164 297 92
a 116 101 92
a 1 504 93
a 70 626 94
a 86 88 98
a 704 713 91
a 461 148 96
a 658 55 94
a 89 86 95
a 524 274 93
a 594 595 95
a 441 376 93
a 142 94 91
a 570 259 91
a 94 741 92
a 516 394 98
a 173 172 96
a 158 383 97
a 324 274 91
a 432 167 92
a 32 39 96
a 102 43 90
a 160 414 90
a 661 918 95
a 832 848 95
a 301 270 99
a 176 649 97
a 347 367 92
a 133 63 96
a 555 808 92
a 816 573 99
a 574 567 92
a 571 634 90
a 847 832 92
a 198 195 96
a 191 189 90
a 550 110 95
a 151 222 93
a 352 558 93
a 314 938 97
a 703 797 99
a 415 729 90
a 563 261 98
a 793 543 90
a 266 203 96
a 33 551 98
a 35 297 90
a 126 161 92
a 5 64 97
a 252 777 99
a 262 770 90
a 119 610 93
a 316 328 98
a 67 505 95
a 785 42 98
a 598 594 99
a 344 95 90
a 536 816 91
a 454 141 92
a 699 192 92
a 457 461 91
a 67 297 92
a 33 617 91
a 290 539 91
a 672 658 98
a 839 832 93
a 160 726 96
a 321 259 95
a 129 206 90
a 972 354 91
a 64 972 95
a 134 220 98
a 149 399 95
a 88 354 91
a 713 597 91
a 129 8 92
a 477 398 97
a 758 273 97
a 50 112 93
a 266 17 95
a 710 704 94
a 180 307 93
a 314 258 94
a 33 182 91
a 110 377 92
a 570 516 92
a 2 564 92
a 613 79 91
a 304 8 94
a 563 610 90
a 314 126 97
a 50 579 94
a 2 16 91
a 73 26 91
a 2 17 99
a 8 976 96
a 64 109 90
a 324 448 94
a 199 39 91
a 461 945 94
a 313 254 98
a 578 314 96
a 189 220 92
a 446 370 90
a 680 524 98
a 512 668 96
a 391 963 95
a 127 149 97
a 32 1 97
a 627 188 97
a 595 2 97
a 508 776 91
a 54 57 96
a 36 289 90
a 767 336 95
a 917 987 98
a 33 98 95
a 223 222 96
a 752 891 97
a 641 813 96
a 8 523 99
a 433 282 98
a 196 195 92
a 557 630 97
a 551 689 98
a 211 594 98
a 136 660 95
a 273 179 93
a 157 134 98
a 566 695 92
a 524 305 90
a 176 74 94
a 960 464 97
a 189 64 91
a 32 289 94
a 355 567 91
a 790 9 93
a 816 317 92
a 244 344 96
a 813 321 95
a 23 557 93
a 304 23 91
a 258 320 91
a 255 527 92
a 79 110 91
a 251 16 98
a 573 351 91
a 501 578 94
a 359 313 90
a 258 55 91
a 251 751 97
a 564 430 92
a 74 189 94
a 226 262 92
a 370 237 91
a 777 754 98
a 241 229 90
a 300 213 91
a 547 535 98
a 636 626 96
a 383 402 90
a 392 48 98
a 1 11 99
a 189 252 97
a 16 5 93
a 604 597 93
a 660 689 93
a 751 300 99
a 11 32 94
a 758 261 91
a 439 259 97
a 145 89 94
a 620 55 98
a 645 574 90
a 652 899 94
a 578 285 90
a 267 502 95
a 20 78 94
a 535 511 94
a 347 79 95
a 196 838 99
a 509 67 99
a 551 95 95
a 227 703 94
a 165 539 97
a 504 566 94
a 323 206 99
a 383 126 93
a 259 149 93
a 251 751 94
a 16 149 91
a 32 35 97
a 276 71 91
a 26 136 90
a 189 130 95
a 141 47 95
a 829 585 96
a 129 376 95
a 502 67 93
a 769 675 98
a 918 723 94
a 574 627 92
a 449 942 90
a 324 321 94
a 579 516 99
a 630 520 91
a 501 511 91
a 283 39 94
a 129 78 97
a 50 43 94
a 703 563 92
a 266 204 98
a 67 36 95
a 960 773 94
a 130 5 99
a 439 445 92
a 908 953 92
a 879 501 97
a 449 351 96
a 316 191 96
a 523 391 99
a 824 5 94
a 151 391 91
a 262 817 95
a 9 321 92
a 804 929 97
a 282 470 95
a 71 536 91
a 317 957 91
a 16 258 94
a 50 109 99
a 219 109 97
a 5 97 98
a 164 109 95
a 634 377 95
a 505 558 93
a 182 32 99
a 719 970 95
a 33 51 98
a 42 535 92
a 939 957 93
a 594 579 96
a 104 363 94
a 55 594 96
a 391 203 98
a 126 251 97
a 729 229 98
a 71 95 95
a 323 11 97
a 954 652 96
a 4 35 99
a 527 73 93
a 316 152 92
a 2 4 95
a 50 300 93
a 429 399 95
a 269 769 95
a 645 672 96
a 109 1 97
a 97 305 96
a 542 32 94
a 703 234 98
a 66 317 94
a 519 144 98
a 235 50 96
a 89 66 94
a 689 645 91
a 438 244 91
a 876 901 91
a 82 189 94
a 42 679 98
a 149 189 90
a 915 907 97
a 2 17 95
a 304 870 92
a 266 254 95
a 649 137 96
a 689 626 90
a 755 832 94
a 63 523 91
a 439 130 92
a 520 692 90
a 301 42 98
a 26 776 93
a 64 47 94
a 384 682 90
a 191 133 93
a 183 182 96
a 85 610 95
a 58 158 92
a 120 116 90
a 782 783 99
a 104 273 97
a 617 585 91
a 116 679 96
a 70 238 91
a 47 54 90
a 391 430 91
a 425 673 99
a 237 551 96
a 605 347 94
a 39 210 91
a 70 282 94
a 67 98 97
a 71 86 90
a 898 908 94
a 386 136 91
a 594 533 93
a 755 860 94
a 42 20 98
a 359 304 96
a 517 141 99
a 831 526 96
a 395 158 99
a 634 626 93
a 26 12 91
a 88 491 91
a 798 785 95
a 109 129 91
a 129 629 97
a 391 78 96
a 116 366 95
a 516 754 91
a 17 267 95
a 563 831 99
a 441 73 96
a 542 504 91
a 78 578 90
a 158 438 90
a 213 119 91
a 402 926 92
a 63 960 94
a 744 609 91
a 910 438 95
a 383 133 92
a 391 456 97
a 384 377 91
a 391 149 90
a 329 564 92
a 597 543 98
a 204 207 93
a 752 766 93
a 273 369 99
a 501 33 91
a 78 203 96
a 86 645 92
a 314 313 97
a 379 384 93
a 285 222 90
a 754 533 92
a 301 48 96
a 370 86 90
a 948 262 99
a 116 609 99
a 282 469 97
a 283 134 91
a 501 692 93
a 867 267 90
a 285 251 97
a 891 923 98
a 523 116 98
a 191 476 99
a 109 32 91
a 734 641 97
a 148 1 91
a 35 175 93
a 586 244 93
a 630 4 93
a 4 51 97
a 395 880 99
a 304 57 95
a 94 597 94
a 627 517 93
a 157 679 94
a 188 362 91
a 571 120 94
a 282 410 98
a 2 946 98
a 127 411 93
a 469 456 97
a 328 32 95
a 104 63 93
a 910 391 90
a 19 755 99
a 97 73 91
a 539 78 93
a 347 286 95
a 254 578 92
a 508 11 98
a 1 78 91
a 16 78 91
a 97 293 96
a 259 504 90
a 676 161 98
a 168 223 98
a 377 297 99
a 151 82 95
a 571 758 94
a 64 32 90
a 17 183 98
a 344 793 93
a 136 417 92
a 886 710 98
a 744 672 99
a 95 64 97
a 798 755 97
a 807 168 93
a 223 354 98
a 161 214 97
a 472 383 90
a 286 387 97
a 383 831 94
a 4 270 95
a 961 867 92
a 984 219 93
a 941 752 91
a 251 344 95
a 172 737 93
a 938 932 96
a 816 354 99
a 298 923 98
a 51 164 97
a 141 767 94
a 66 86 98
a 129 316 95
a 223 472 94
a 313 907 92
a 536 723 97
a 282 16 96
a 813 597 92
a 27 277 91
a 682 664 99
a 366 286 96
a 501 505 99
a 255 637 91
a 942 848 92
a 359 276 94
a 148 204 93
a 710 101 97
a 579 564 98
a 901 899 95
a 47 32 96
a 817 567 97
a 203 876 96
a 304 369 91
a 33 557 94
a 251 283 90
a 651 148 92
a 814 524 91
a 335 359 94
a 151 148 94
a 509 366 91
a 892 519 97
a 109 78 93
a 352 491 99
a 567 755 92
a 984 594 91
a 626 953 93
a 258 8 95
a 533 664 95
a 698 691 90
a 254 323 95
a 1 47 99
a 11 755 96
a 505 706 99
a 352 189 95
a 369 870 98
a 511 504 97
a 782 907 98
a 766 484 94
a 821 696 94
a 470 220 93
a 195 438 91
a 259 254 98
a 814 501 98
a 82 579 99
a 297 558 96
a 316 398 93
a 94 876 92
a 892 110 99
a 508 519 91
a 4 251 90
a 102 86 96
a 859 851 97
a 9 259 95
a 179 9 99
a 282 782 93
a 98 66 95
a 160 766 96
a 332 160 91
a 134 2 93
a 188 734 91
a 797 792 95
a 16 548 91
a 85 323 99
a 313 261 98
a 672 601 99
a 179 634 92
a 800 307 90
a 609 359 91
a 633 945 93
a 182 183 99
a 551 5 93
a 192 199 94
a 120 207 97
a 66 152 95
a 523 758 98
a 672 713 93
a 446 321 97
a 445 64 92
a 394 157 97
a 533 870 95
a 32 359 95
a 892 550 97
a 946 12 92
a 664 782 94
a 2 17 95
a 782 548 92
a 172 40 96
a 160 130 91
a 20 891 93
a 55 110 98
a 324 320 91
a 660 926 91
a 148 85 92
a 759 801 96
a 908 899 91
a 661 744 94
a 5 192 94
a 415 463 95
a 222 67 99
a 376 425 98
a 391 24 96
a 273 547 97
a 504 601 97
a 179 188 99
a 78 567 96
a 658 539 98
a 464 213 96
a 563 64 96
a 751 298 93
a 511 675 95
a 782 532 90
a 798 145 90
a 167 726 94
a 161 47 99
a 338 134 95
a 109 4 95
a 258 254 99
a 892 880 95
a 320 601 96
a 344 910 96
a 891 938 91
a 601 573 93
a 36 97 94
a 251 126 92
a 329 339 98
a 535 540 92
a 188 977 91
a 543 110 96
a 112 235 90
a 283 282 91
a 672 578 90
a 637 939 95
a 36 33 96
a 316 73 91
a 127 20 92
a 673 630 93
a 441 401 95
a 767 766 95
a 816 73 91
a 304 429 94
a 985 907 94
a 641 710 96
a 126 563 96
a 766 273 93
a 633 136 97
a 314 438 97
a 664 627 91
a 273 320 96
a 95 16 92
a 585 805 95
a 137 207 97
a 579 517 90
a 657 691 94
a 679 673 95
a 535 73 98
a 855 938 99
a 892 816 91
a 144 179 94
a 892 901 90
a 313 938 90
a 308 523 92
a 144 876 96
a 94 105 96
a 85 366 96
a 316 814 93
a 244 307 95
a 251 323 95
a 66 195 98
a 102 345 94
a 259 314 94
a 379 273 95
a 71 314 93
a 20 517 94
a 266 19 93
a 398 401 92
a 829 316 96
a 222 160 95
a 43 57 95
a 316 314 93
a 9 570 93
a 823 891 96
a 789 664 94
a 844 477 99
a 134 196 93
a 289 297 98
a 258 251 91
a 142 141 90
a 323 463 96
a 33 47 92
a 113 98 95
a 206 145 92
a 324 823 97
a 867 770 95
a 429 172 91
a 8 71 93
a 392 127 90
a 32 39 91
a 984 704 94
a 16 329 97
a 636 67 94
a 55 78 99
a 658 157 98
a 12 51 97
a 585 579 97
a 35 33 90
a 289 876 99
a 89 191 90
a 16 141 98
a 407 383 95
a 488 81 99
a 744 723 96
a 19 550 94
a 51 914 96
a 167 410 92
a 907 759 96
a 94 601 98
a 597 658 91
a 292 304 94
a 48 55 93
a 307 880 91
a 234 220 91
a 782 1 91
a 269 254 92
a 847 64 91
a 848 370 99
a 828 579 90
a 511 199 92
a 816 282 90
a 94 344 96
a 222 149 99
a 629 660 97
a 401 50 92
a 453 142 93
a 172 157 91
a 323 574 96
a 81 35 95
a 410 130 95
a 578 579 91
a 304 347 99
a 251 255 90
a 110 332 92
a 633 855 90
a 636 786 95
a 266 251 94
a 206 391 94
a 377 767 94
a 884 432 99
a 104 328 96
a 734 703 93
a 688 585 98
a 441 442 96
a 165 758 97
a 386 285 97
a 189 426 92
a 582 505 90
a 105 36 91
a 126 160 90
a 258 379 97
a 40 667 98
a 485 237 99
a 33 567 93
a 601 578 93
a 203 508 98
a 532 33 95
a 922 891 96
a 570 73 97
a 414 289 97
a 754 251 97
a 2 196 97
a 817 831 94
a 9 564 91
a 783 814 96
a 144 402 97
a 755 488 98
a 969 695 99
a 751 828 93
a 316 331 93
a 585 67 94
a 714 182 90
a 426 469 93
a 351 55 91
a 797 551 90
a 926 808 96
a 33 286 91
a 195 445 93
a 464 804 94
a 222 491 98
a 582 586 97
a 891 266 98
a 691 566 98
a 227 195 98
a 126 160 94
a 316 438 97
a 438 158 96
a 570 1 91
a 270 5 92
a 648 673 90
a 766 752 90
a 81 160 93
a 110 109 99
a 520 20 99
a 126 94 97
a 777 892 94
a 742 696 91
a 110 207 91
a 578 914 98
a 255 331 96
a 767 411 97
a 377 630 91
a 991 540 94
a 258 1 96
a 648 641 90
a 112 300 97
a 285 300 92
a 48 675 95
a 316 67 92
a 172 429 99
a 220 9 96
a 258 48 91
a 2 877 99
a 907 883 91
a 258 273 96
a 770 987 93
a 512 821 90
a 94 71 94
a 251 449 93
a 360 298 93
a 35 244 90
a 557 180 93
a 847 438 92
a 395 151 93
a 230 98 94
a 112 527 92
a 502 117 94
a 408 9 96
a 4 535 90
a 258 8 97
a 133 195 99
a 938 876 98
a 504 629 90
a 369 744 97
a 66 316 93
a 517 918 94
a 5 70 92
a 117 227 95
a 658 220 97
a 79 610 97
a 563 566 96
a 276 801 93
a 79 9 95
a 35 636 93
a 651 517 94
a 144 629 95
a 258 195 94
a 259 402 94
a 502 516 99
a 648 492 95
a 488 67 91
a 283 5 94
a 579 252 92
a 423 304 92
a 151 617 91
a 32 158 98
a 509 86 91
a 985 408 90
a 571 321 96
a 347 261 96
a 449 448 93
a 844 502 94
a 604 47 90
a 696 220 98
a 70 292 96
a 251 502 96
a 540 415 90
a 901 876 91
a 494 222 92
a 16 129 95
a 633 680 92
a 804 891 92
a 379 566 97
a 329 71 98
a 8 289 95
a 672 47 95
a 195 446 95
a 938 831 94
a 142 129 91
a 324 820 95
a 316 816 99
a 658 627 97
a 804 665 90
a 273 127 95
a 383 141 97
a 501 282 91
a 11 50 90
a 207 19 95
a 564 94 92
a 925 479 98
a 16 323 93
a 33 157 98
a 751 266 94
a 954 704 93
a 172 925 90
a 5 377 99
a 586 55 96
a 539 533 97
a 741 680 95
a 410 168 92
a 43 167 99
a 126 133 96
a 383 448 95
a 594 823 95
a 410 5 96
a 460 203 95
a 203 711 99
a 110 168 99
a 85 383 91
a 454 12 97
a 129 379 94
a 81 43 92
a 98 377 99
a 8 141 95
a 512 652 93
a 32 35 91
a 652 527 93
a 199 960 91
a 40 790 93
a 32 33 94
a 422 423 93
a 94 911 99
a 63 2 92
a 213 195 98
a 581 19 90
a 130 519 93
a 581 70 98
a 110 47 96
a 985 129 99
a 504 689 96
a 703 675 98
a 949 495 98
a 95 207 99
a 754 770 94
a 104 354 97
a 344 384 95
a 767 752 94
a 35 703 92
a 688 698 97
a 151 57 99
a 313 1 95
a 57 11 99
a 627 379 90
a 533 63 92
a 519 769 97
a 12 86 98
a 85 113 94
a 704 64 93
a 567 502 96
a 133 629 90
a 425 422 96
a 273 78 90
a 50 47 97
a 66 11 97
a 877 953 97
a 512 502 94
a 535 550 98
a 70 366 95
a 254 785 95
a 136 629 94
a 657 660 96
a 448 129 96
a 922 550 92
a 692 207 92
a 438 32 92
a 293 446 91
a 543 119 90
a 501 673 97
a 1 94 91
a 954 839 99
a 196 821 93
a 523 148 91
a 485 64 96
a 543 98 97
a 297 414 93
a 2 12 96
a 292 167 91
a 130 689 95
a 238 479 92
a 789 532 90
a 658 47 97
a 126 214 90
a 886 386 97
a 922 429 94
a 314 754 92
a 191 129 94
a 689 313 97
a 867 742 93
a 17 48 93
a 844 804 93
a 634 773 99
a 516 16 92
a 290 39 94
a 42 40 90
a 698 1 91
a 754 535 92
a 286 519 96
a 548 180 90
a 394 4 94
a 754 773 91
a 133 508 94
a 277 392 96
a 270 255 91
a 270 2 94
a 314 220 98
a 910 945 97
a 501 516 98
a 116 86 94
a 261 26 97
a 191 939 98
a 476 289 96
a 148 953 90
a 752 64 99
a 598 532 93
a 532 689 91
a 70 94 92
a 398 376 91
a 485 79 95
a 175 910 98
a 81 8 95
a 880 660 99
a 352 9 98
a 511 883 99
a 915 790 98
a 8 259 91
a 766 773 95
a 524 24 92
a 316 78 95
a 137 191 97
a 2 283 97
a 95 40 98
a 667 941 99
a 35 74 90
a 504 758 98
a 35 316 91
a 192 676 95
a 270 255 94
a 994 323 98
a 564 456 93
a 960 994 92
a 376 391 96
a 453 648 91
a 477 142 94
a 417 167 90
a 188 64 93
a 491 165 90
a 769 626 90
a 426 51 91
a 1 376 98
a 710 182 95
a 786 401 92
a 255 579 98
a 64 564 91
a 192 301 92
a 66 316 90
a 78 645 95
a 551 516 94
a 304 266 90
a 722 597 94
a 203 70 92
a 786 752 91
a 641 251 99
a 392 110 91
a 762 752 98
a 98 219 98
a 547 554 92
a 261 259 99
a 101 42 98
a 317 501 90
a 808 925 91
a 426 807 92
a 4 158 99
a 377 883 99
a 4 9 90
a 244 179 95
a 973 870 98
a 113 456 92
a 446 329 90
a 737 710 98
a 586 836 93
a 501 710 90
a 932 297 92
a 251 579 91
a 449 911 94
a 519 422 90
a 43 176 93
a 36 535 90
a 923 954 96
a 516 751 98
a 609 710 93
a 262 774 95
a 130 5 93
a 442 463 99
a 680 634 96
a 144 588 96
a 89 519 91
a 979 660 97
a 297 429 91
a 660 504 99
a 367 117 96
a 5 644 94
a 642 672 97
a 297 266 95
a 672 657 92
a 20 112 97
a 297 752 94
a 101 601 98
a 48 24 92
a 866 804 93
a 142 141 95
a 938 786 95
a 71 55 90
a 384 165 99
a 509 680 90
a 267 39 98
a 439 941 96
a 542 73 97
a 142 402 97
a 761 759 93
a 347 411 94
a 391 398 91
a 377 251 91
a 94 16 98
a 204 438 95
a 161 183 94
a 676 738 98
a 734 597 96
a 5 43 95
a 824 567 91
a 255 207 93
a 332 661 98
a 79 130 94
a 126 133 94
a 144 141 92
a 581 711 93
a 94 4 96
a 180 110 91
a 988 464 93
a 566 672 98
a 758 32 91
a 512 167 90
a 117 242 91
a 536 602 95
a 126 814 99
a 252 266 95
a 198 456 94
a 691 948 92
a 512 918 94
a 316 261 95
a 472 66 98
a 813 848 96
a 144 551 96
a 137 230 98
a 50 555 98
a 133 126 94
a 501 751 97
a 609 320 93
a 285 4 93
a 785 42 94
a 20 251 95
a 876 502 92
a 313 70 99
a 508 759 99
a 313 773 93
a 179 172 95
a 751 320 94
a 734 813 99
a 16 109 96
a 19 51 94
a 929 509 93
a 192 730 93
a 226 198 99
a 85 1 97
a 8 148 94
a 479 366 92
a 189 627 91
a 516 509 90
a 1 32 99
a 32 526 98
a 751 254 97
a 442 509 97
a 773 1 96
a 47 43 90
a 78 20 96
a 20 550 96
a 11 793 93
a 813 797 93
a 898 398 97
a 70 48 96
a 173 165 91
a 317 66 92
a 130 101 99
a 800 207 95
a 314 502 97
a 42 401 94
a 502 714 98
a 695 797 94
a 42 19 91
a 207 394 90
a 97 94 97
a 574 192 99
a 282 286 99
a 173 439 92
a 165 176 93
a 595 609 96
a 20 613 97
a 548 783 96
a 19 48 91
a 570 585 93
a 336 395 96
a 832 4 94
a 892 644 93
a 305 259 96
a 429 946 98
a 79 828 96
a 329 328 93
a 4 392 95
a 276 266 93
a 564 223 93
a 598 479 94
a 188 211 92
a 254 816 91
a 129 226 97
a 55 157 97
a 774 43 91
a 2 501 96
a 407 394 92
a 526 571 98
a 729 101 96
a 241 289 95
a 273 39 99
a 47 78 90
a 851 852 98
a 469 880 94
a 254 441 91
a 88 112 93
a 604 504 96
a 142 16 92
a 761 323 90
a 73 102 96
a 581 895 93
a 949 808 90
a 634 33 94
a 512 20 91
a 298 48 95
a 479 244 98
a 1 398 95
a 63 16 93
a 555 165 95
a 766 783 93
a 519 523 97
a 847 644 95
a 78 453 96
a 167 133 92
a 235 470 91
a 898 963 96
a 680 774 92
a 970 199 91
a 16 219 96
a 344 331 90
a 723 946 97
a 517 66 90
a 4 2 98
a 867 581 90
a 32 16 95
a 259 844 93
a 938 751 90
a 527 17 95
a 695 602 94
a 805 801 92
a 582 816 90
a 672 237 95
a 798 582 95
a 270 516 90
a 161 536 95
a 751 251 91
a 266 259 93
a 477 884 94
a 652 551 93
a 954 566 92
a 445 438 90
a 629 520 95
a 33 64 91
a 932 776 94
a 805 752 90
a 453 172 92
a 23 866 99
a 907 960 92
a 130 157 98
a 667 698 90
a 151 630 93
a 71 101 95
a 8 136 91
a 502 508 92
a 251 519 96
a 627 35 92
a 78 64 97
a 892 946 94
a 97 386 97
a 461 386 94
a 141 892 99
a 641 672 96
a 63 1 97
a 283 300 90
a 469 472 92
a 696 564 90
a 251 188 92
a 258 914 97
a 939 814 92
a 51 141 98
a 1 313 95
a 188 220 90
a 242 992 91
a 329 95 99
a 42 4 95
a 94 160 94
a 586 24 97
a 453 88 98
a 9 586 93
a 456 453 97
a 516 550 99
a 251 126 95
a 1 992 98
a 110 112 97
a 134 191 92
a 960 141 93
a 94 101 90
a 735 564 94
a 773 282 91
a 244 213 93
a 335 328 97
a 297 398 91
a 88 195 97
a 144 160 93
a 511 738 91
a 188 939 94
a 800 329 97
a 17 423 97
a 359 304 91
a 82 706 90
a 282 657 96
a 570 88 93
a 456 494 96
a 145 86 96
a 320 324 98
a 970 164 95
a 293 289 96
a 970 719 91
a 71 585 94
a 313 17 97
a 665 637 99
a 116 814 98
a 134 23 91
a 57 89 95
a 557 555 92
a 854 914 99
a 85 16 95
a 120 367 97
a 47 399 91
a 604 588 91
a 914 908 92
a 2 5 93
a 735 783 94
a 394 626 97
a 110 383 96
a 786 348 99
a 563 5 95
a 290 70 96
