c FILE			: graphs/g_100_27.txt
a 80 76 90
a 1 26 93
a 64 66 94
a 30 89 93
a 39 33 97
a 4 13 97
a 10 22 94
a 47 13 90
a 94 44 94
a 51 76 94
a 61 60 92
a 26 1 93
a 10 44 97
a 64 1 91
a 7 2 95
a 77 63 95
a 83 82 97
a 26 42 94
a 8 2 99
a 23 22 97
a 35 29 97
a 26 7 94
a 2 8 92
a 26 14 91
a 4 55 97
a 52 20 91
a 10 51 98
a 63 52 90
a 20 13 91
a 77 27 90
a 92 41 93
a 42 23 92
a 51 14 98
a 22 1 92
a 60 4 90
a 51 57 98
a 61 48 95
a 1 2 94
a 13 26 91
a 55 54 92
a 35 89 98
a 77 5 99
a 27 26 91
a 27 89 95
a 11 4 99
a 13 94 95
a 79 30 99
a 16 67 98
a 48 44 97
a 60 35 92
a 2 5 96
a 32 57 93
a 5 79 93
a 51 47 95
a 60 57 97
a 4 17 97
a 73 66 94
a 27 2 90
a 76 47 98
a 13 1 99
a 58 20 97
a 57 60 97
a 54 85 92
a 92 55 99
a 95 70 97
a 7 10 96
a 26 97 99
a 63 72 95
a 2 52 93
a 85 64 99
a 85 16 99
a 69 20 99
a 22 33 97
a 94 72 95
a 27 76 93
a 61 14 99
a 55 61 92
a 20 10 99
a 86 88 96
a 2 67 99
a 52 58 91
a 16 1 97
a 32 94 99
a 83 82 97
a 76 2 92
a 63 38 90
a 10 7 99
a 13 4 90
a 20 4 93
a 32 69 92
a 29 4 93
a 32 14 96
a 76 79 96
a 48 30 97
a 39 41 98
a 64 66 95
a 67 14 96
a 54 11 91
a 58 44 92
a 98 47 90
a 39 94 90
a 63 16 90
a 67 92 90
a 35 82 97
a 13 7 94
a 58 70 96
a 1 13 93
a 16 72 90
a 14 48 92
a 80 64 98
a 44 32 97
a 64 58 98
a 1 73 94
a 14 13 95
a 45 44 94
a 83 44 94
a 27 45 92
a 33 5 96
a 41 39 96
a 88 60 95
a 38 13 90
a 10 35 97
a 22 4 97
a 79 54 98
a 36 29 93
a 64 2 97
a 54 1 93
a 13 88 95
a 20 57 97
a 60 97 90
a 4 80 93
a 13 52 94
a 17 67 92
a 20 27 91
a 10 26 92
a 14 16 97
a 36 66 93
a 19 41 95
a 33 83 98
a 79 29 91
a 8 51 94
a 19 16 92
a 48 45 94
a 58 76 91
a 1 35 99
a 26 89 96
a 51 63 96
a 32 38 98
a 16 54 96
a 4 51 94
a 45 8 96
a 66 13 93
a 10 51 93
a 20 13 95
a 64 13 92
a 1 13 96
a 83 36 95
a 7 13 91
a 39 38 99
a 44 82 93
a 55 73 97
a 30 36 95
a 1 66 98
a 83 64 98
a 55 54 92
a 19 88 91
a 19 22 95
a 44 79 96
a 7 2 96
a 67 94 93
a 52 76 94
a 7 32 98
a 16 41 99
a 82 26 95
a 60 13 94
a 2 64 98
a 2 26 95
a 16 13 94
a 33 27 95
a 4 14 97
a 10 11 91
a 54 79 95
a 14 8 96
a 7 23 93
a 30 35 93
a 26 57 90
a 1 16 96
a 55 60 94
a 36 45 90
a 63 58 97
a 41 1 93
a 89 45 92
a 33 27 92
a 13 2 97
a 4 2 96
a 27 7 93
a 1 55 98
a 35 26 91
a 67 1 93
a 29 35 92
a 88 97 96
a 52 58 95
a 26 38 99
a 32 69 92
a 38 29 92
a 77 69 98
a 58 23 94
a 10 5 92
a 27 26 91
a 38 32 91
a 30 79 92
a 32 57 92
a 7 16 94
a 88 63 90
a 67 52 94
a 82 76 99
a 26 32 95
a 2 42 92
a 64 89 91
a 64 67 95
a 26 54 94
a 69 57 95
a 2 17 95
a 67 55 98
a 72 64 97
a 1 7 97
a 88 94 96
a 11 4 98
a 58 11 93
a 55 5 92
a 13 39 96
a 2 13 95
a 76 19 99
a 91 67 91
a 20 19 90
a 38 95 92
a 7 82 92
a 58 61 96
a 95 83 90
a 29 10 98
a 7 26 90
a 54 7 98
a 20 4 91
a 89 27 92
a 72 10 97
a 73 13 96
a 7 69 91
a 14 17 97
a 14 70 95
a 89 54 94
a 33 14 94
a 85 35 95
a 27 2 91
a 14 13 96
a 66 27 90
a 29 72 96
a 1 33 91
a 2 52 96
a 80 1 93
a 51 88 92
a 70 8 93
a 30 33 98
a 8 13 93
a 88 41 98
a 38 4 97
a 4 36 92
a 1 26 98
a 13 38 93
a 2 51 94
a 23 60 91
a 52 60 94
a 51 76 96
a 54 1 96
a 19 69 94
a 1 69 94
a 39 51 96
a 13 35 98
a 57 77 99
a 4 94 98
a 45 36 98
a 97 69 97
a 13 92 98
a 16 69 95
a 19 10 99
a 7 63 98
a 4 54 98
a 2 1 92
a 13 47 94
a 16 86 97
a 8 19 94
a 94 80 90
a 16 52 90
a 8 33 93
a 76 26 97
a 22 17 97
a 2 36 93
a 14 44 96
a 35 19 90
a 39 42 95
a 14 2 99
a 8 89 98
a 29 57 93
a 1 94 90
a 76 26 97
a 7 1 95
a 32 33 99
a 4 5 96
a 13 63 99
a 5 4 93
a 11 17 93
a 2 52 98
a 4 63 91
a 38 79 96
a 17 2 95
a 54 35 95
a 61 72 92
a 64 77 97
a 32 19 98
a 19 32 91
a 5 20 92
a 16 42 99
a 92 89 97
a 36 73 98
a 63 16 96
a 69 64 92
a 13 66 93
a 94 45 98
a 47 13 93
a 60 69 91
a 39 38 97
a 41 16 96
a 29 26 98
a 35 10 95
a 51 2 97
a 22 72 96
a 35 32 95
a 4 63 90
a 64 14 99
a 1 11 92
a 80 91 92
a 91 85 93
a 82 32 94
a 57 47 93
a 1 79 92
a 11 5 91
a 7 8 93
a 97 91 98
a 26 29 94
a 54 79 93
a 10 51 91
a 16 91 98
a 41 38 92
a 76 27 97
a 19 20 94
a 60 94 98
a 20 23 92
a 66 13 92
a 30 85 91
a 67 41 98
a 26 88 93
a 13 54 95
a 63 47 96
a 97 16 96
a 95 80 91
a 2 33 92
a 4 11 99
a 32 26 92
a 54 55 90
a 16 54 93
a 36 27 91
a 39 26 99
a 1 13 91
a 58 5 95
a 14 17 98
a 13 88 92
a 36 86 96
a 38 13 99
a 82 39 93
a 22 66 93
a 2 5 98
a 17 5 97
a 58 13 97
a 33 1 92
a 7 1 97
a 32 7 95
a 5 67 92
a 7 38 91
a 32 44 96
a 89 20 92
a 23 10 91
a 76 41 94
a 95 2 98
a 55 76 92
a 11 38 91
a 13 23 92
a 51 63 97
a 35 79 94
a 4 36 95
a 11 30 95
a 1 30 92
a 10 13 99
a 26 4 97
a 2 63 90
a 19 13 93
a 41 42 98
a 19 95 92
a 22 7 99
a 7 1 91
a 88 69 94
a 57 51 98
a 63 54 95
a 89 82 98
a 27 52 97
a 7 22 98
a 36 55 92
a 19 20 91
a 70 73 93
a 16 5 97
a 2 1 98
a 1 5 94
a 61 10 92
a 51 54 98
a 38 47 97
a 79 80 99
a 29 30 91
a 35 85 95
a 61 73 96
a 67 95 99
a 29 39 95
a 54 97 95
a 1 5 98
a 22 16 93
a 63 76 93
a 57 7 95
a 94 19 96
a 55 54 90
a 54 69 99
a 51 52 98
a 76 29 95
a 8 61 91
a 83 33 91
a 41 16 91
a 64 2 98
a 48 42 91
a 51 26 95
a 13 39 94
a 32 4 90
a 4 2 90
a 27 39 90
a 13 26 98
a 60 76 97
a 17 39 93
a 1 4 97
a 1 32 92
a 83 39 98
a 5 26 92
a 70 58 93
a 54 69 91
a 16 14 91
a 45 39 93
a 14 45 94
a 26 29 94
a 30 2 93
a 92 5 95
a 16 41 93
a 36 11 91
a 14 45 96
a 7 4 97
a 11 2 91
a 1 8 95
a 20 14 91
a 64 77 96
a 26 89 94
a 14 38 98
a 39 38 90
a 70 73 93
a 10 14 92
a 14 5 90
a 32 63 96
a 51 85 95
a 63 88 91
a 54 5 99
a 73 20 92
a 98 36 97
a 1 26 99
a 97 63 90
a 32 33 94
a 48 14 95
a 85 88 93
a 85 76 98
a 89 38 91
a 76 20 97
a 63 97 92
a 19 38 96
a 72 1 99
a 77 26 92
a 26 11 97
a 88 45 95
a 63 5 92
a 64 5 93
a 60 11 93
a 79 1 98
a 82 26 99
a 13 2 95
a 82 44 90
a 85 98 97
a 26 29 91
a 1 2 90
a 82 7 90
a 13 7 95
a 2 7 96
a 45 8 99
a 22 16 92
a 5 8 96
a 33 7 90
a 61 52 96
a 1 54 97
a 85 69 94
a 66 17 91
a 16 13 94
a 54 60 90
a 11 55 90
a 29 82 99
a 91 63 97
a 30 14 98
a 39 13 97
a 7 51 96
a 36 33 97
a 4 1 94
a 95 48 95
a 38 39 95
a 91 16 99
a 91 4 93
a 19 35 98
a 64 63 98
a 39 7 98
a 13 67 98
a 27 2 93
a 94 7 98
a 51 54 91
a 55 5 91
a 94 95 98
a 8 19 99
a 85 41 97
a 80 77 97
a 7 1 99
a 20 70 92
a 19 20 90
a 30 60 92
a 8 32 91
a 4 16 98
a 36 23 91
a 39 14 96
a 38 39 92
a 66 63 96
a 86 1 95
a 88 85 93
a 51 67 95
a 66 80 97
a 10 19 94
a 98 67 93
a 7 1 92
a 88 94 91
a 76 77 93
a 83 29 95
a 8 44 95
a 89 83 94
a 8 80 97
a 80 54 91
a 35 19 99
a 91 63 92
a 35 97 97
a 57 69 92
a 60 51 93
a 58 8 96
a 1 5 91
a 51 2 95
a 19 11 93
a 60 30 90
a 79 82 98
a 4 1 93
a 14 39 96
a 1 4 97
a 57 63 90
a 52 14 91
a 42 8 96
a 4 16 92
a 58 32 93
a 36 29 99
a 60 82 97
a 10 1 90
a 36 8 91
a 27 30 90
a 52 48 92
a 16 91 97
a 82 26 93
a 39 95 99
a 66 92 99
a 13 19 97
a 19 63 98
a 66 17 96
a 13 19 90
a 72 13 91
a 32 7 98
a 33 7 92
a 13 7 96
a 1 26 93
a 13 51 97
a 32 26 94
a 95 30 90
a 11 70 96
a 1 54 93
a 20 45 90
a 88 57 98
a 39 27 92
a 1 4 96
a 22 63 93
a 82 97 90
a 5 2 99
a 33 7 91
a 51 26 90
a 8 20 93
a 54 51 93
a 32 82 97
a 1 4 93
a 1 51 98
a 17 23 91
a 57 45 97
a 8 83 91
a 19 20 99
a 19 7 93
a 98 88 96
a 42 14 91
a 91 16 97
a 70 88 99
a 57 82 96
a 85 13 99
a 52 20 93
a 58 10 91
a 57 54 92
a 16 69 92
a 57 55 91
a 48 70 96
a 82 58 95
a 22 10 99
a 95 70 96
a 64 1 92
a 10 30 98
a 60 85 96
a 4 10 94
a 26 85 96
a 13 45 95
a 52 51 90
a 27 7 96
a 80 77 91
a 51 60 97
a 13 19 92
a 79 60 90
a 1 7 90
a 79 86 93
a 1 51 91
a 29 36 90
a 20 2 91
a 39 2 93
a 2 1 92
a 2 52 97
a 1 26 98
a 29 85 93
a 33 76 93
a 80 33 90
a 20 47 96
a 22 23 91
a 2 1 94
a 44 10 94
a 51 2 94
a 17 39 94
a 79 66 90
a 82 85 93
a 1 4 94
a 70 44 95
a 7 8 95
a 48 19 96
a 36 86 92
a 98 66 92
a 51 63 99
a 4 16 93
a 94 95 93
a 8 67 97
a 26 82 91
a 52 20 97
a 44 30 99
a 63 14 94
a 19 8 93
a 38 1 93
a 95 89 90
a 89 39 93
a 4 80 97
a 20 19 90
a 45 30 98
a 26 7 95
a 30 1 94
a 39 38 96
a 14 13 96
a 1 2 94
a 10 8 90
a 32 26 98
a 4 2 99
a 33 54 96
a 23 7 90
a 58 83 91
a 64 13 99
a 10 11 96
a 1 7 95
a 36 42 93
a 77 80 95
a 35 51 93
a 73 69 91
a 33 2 99
a 76 26 93
a 13 26 96
a 22 19 94
a 2 92 95
a 57 7 91
a 66 63 96
a 38 16 99
a 14 42 97
a 10 55 94
a 10 16 99
a 77 33 94
a 58 57 93
a 55 4 93
a 52 51 92
a 4 29 98
a 72 47 94
a 39 42 91
a 41 48 93
a 95 64 90
a 29 10 94
a 1 7 90
a 33 58 93
a 76 26 99
a 52 64 93
a 1 5 97
a 17 16 98
a 29 30 97
a 45 57 96
a 13 48 91
a 67 76 93
a 51 54 91
a 16 92 98
a 13 54 93
a 39 1 98
a 33 42 93
a 7 10 95
a 54 4 95
a 7 57 99
a 89 63 90
a 8 5 95
a 73 98 92
a 79 66 91
a 17 1 93
a 30 8 95
a 32 20 92
a 39 1 91
a 54 77 93
a 7 5 98
a 54 55 90
a 80 26 93
a 69 64 90
a 27 19 97
a 47 10 99
a 69 20 96
a 16 38 95
a 1 72 96
a 69 22 94
a 26 27 98
a 22 8 90
a 89 91 96
a 54 2 98
a 26 45 91
a 47 29 99
a 69 72 96
a 73 92 93
a 88 4 93
a 4 2 95
a 8 39 96
a 22 69 90
a 2 30 91
a 17 55 93
a 77 83 90
a 85 63 94
a 63 67 93
a 72 51 97
a 13 60 90
a 94 57 96
a 35 36 94
a 11 35 99
a 52 57 94
a 54 67 94
a 5 17 97
a 4 60 93
a 8 58 99
a 79 4 92
a 51 8 97
a 98 97 94
a 38 89 91
a 64 8 97
a 85 36 91
a 16 19 91
a 22 35 90
a 4 47 99
a 61 41 92
a 7 54 97
a 55 52 91
a 82 94 90
a 4 13 90
a 85 80 92
a 13 32 96
a 69 13 90
a 76 88 93
a 41 45 96
a 39 45 93
a 10 4 93
a 13 16 90
a 61 54 99
a 39 26 98
a 52 69 91
a 23 89 97
a 5 2 98
a 29 66 90
a 69 72 92
a 2 33 97
a 66 72 93
a 19 70 97
a 32 29 96
a 52 27 91
a 69 41 97
a 8 58 95
a 52 14 97
a 79 80 94
a 20 27 99
a 2 7 98
a 5 2 98
a 7 63 99
a 16 33 99
a 70 7 90
a 7 16 93
a 52 30 91
a 2 11 91
a 13 38 93
a 42 41 91
a 57 13 92
a 39 83 95
a 26 4 91
a 8 57 98
a 80 5 92
a 1 26 93
a 61 70 94
a 89 42 99
a 13 52 98
a 63 54 95
a 1 5 95
a 44 1 94
a 51 1 90
a 51 83 91
a 4 11 90
a 35 32 91
a 51 63 94
a 45 8 97
a 80 77 97
a 1 19 98
a 55 67 98
a 51 76 94
a 38 57 94
a 52 1 90
a 94 91 92
a 72 91 99
a 69 95 90
a 60 10 90
a 1 16 96
a 54 80 97
a 55 61 93
a 16 7 99
a 13 23 95
a 60 44 97
a 60 42 93
a 35 17 95
a 7 1 99
a 13 17 93
a 7 10 95
a 69 60 97
a 63 60 96
a 92 63 93
a 88 69 91
a 4 10 98
a 27 97 94
a 64 89 98
a 41 7 91
a 91 97 96
a 13 1 99
a 1 8 95
a 88 76 96
a 70 73 97
a 63 19 97
a 54 67 91
a 44 69 96
a 35 36 94
a 13 35 99
a 26 79 97
a 51 11 91
a 63 51 93
a 2 52 98
a 19 57 99
a 61 98 90
a 82 79 98
a 22 16 93
a 64 55 98
a 79 73 92
a 30 42 94
a 8 33 91
a 29 82 95
a 91 38 90
a 35 79 98
a 89 2 90
a 29 76 92
a 89 77 97
a 2 20 97
a 38 39 91
a 41 92 91
a 36 63 93
a 7 5 94
a 47 44 94
a 27 8 94
a 54 60 98
a 63 51 95
a 19 38 95
a 35 26 98
a 54 79 93
a 30 76 93
a 51 32 94
a 91 47 97
a 1 2 90
a 27 39 97
a 11 5 98
a 8 39 99
a 2 11 95
a 58 57 90
a 63 69 91
a 4 1 95
a 51 57 95
a 26 27 94
a 54 76 98
a 35 2 92
a 52 42 90
a 29 36 95
a 35 26 95
a 72 66 90
a 67 23 91
a 4 19 99
a 33 23 92
a 33 1 92
a 32 26 94
a 67 72 99
a 42 35 90
a 39 16 93
a 32 47 94
a 14 2 99
a 30 91 94
a 10 7 92
a 30 45 97
a 47 83 91
a 94 52 95
a 10 1 97
a 95 70 92
a 94 32 98
a 29 26 91
a 1 19 91
a 51 77 95
a 22 26 95
a 92 79 96
a 38 1 97
a 80 33 95
a 44 35 95
a 13 4 93
a 95 58 96
a 2 51 95
a 39 20 90
a 29 26 90
a 54 4 94
a 20 69 95
a 51 14 98
a 13 10 98
a 76 98 97
a 13 10 99
a 52 60 92
a 32 76 97
a 7 8 95
a 26 7 98
a 17 4 94
a 1 4 95
a 29 54 92
a 79 10 98
a 92 97 94
a 29 16 95
a 13 19 92
a 32 13 97
a 32 51 92
a 1 57 94
a 82 95 94
a 88 1 90
a 30 52 98
a 1 7 97
a 16 26 96
a 38 19 98
a 89 27 93
a 66 60 92
a 5 39 97
a 10 82 97
a 92 66 90
a 20 83 90
a 51 63 99
a 11 36 96
a 13 1 92
a 80 54 97
a 30 2 97
a 41 47 99
a 41 38 92
a 13 4 97
a 29 41 90
a 55 30 99
a 66 72 93
a 35 11 97
a 27 29 96
a 88 14 92
a 1 13 94
a 64 16 94
a 63 60 93
a 44 38 98
a 19 94 91
a 54 7 91
a 1 4 90
a 19 1 96
a 35 30 95
a 35 82 95
a 19 32 94
a 27 30 90
a 13 63 96
a 42 91 97
a 64 63 97
a 76 92 93
a 64 97 99
a 45 95 91
a 7 32 96
a 39 32 93
a 55 36 99
a 66 94 93
a 44 26 96
a 66 11 93
a 10 4 95
a 7 1 99
a 38 7 94
a 60 70 92
a 63 2 95
a 20 5 90
a 10 54 94
a 42 17 90
a 33 51 95
a 66 55 93
a 5 58 98
a 64 63 92
a 4 55 96
a 4 39 93
a 72 98 98
a 1 7 99
a 61 60 92
a 61 55 99
a 58 64 97
a 35 8 90
a 66 54 95
a 1 27 91
a 80 52 95
a 22 67 97
a 45 1 90
a 58 7 97
a 2 5 99
a 4 79 95
a 89 58 96
a 57 72 95
a 4 42 99
a 70 66 91
a 13 19 91
a 26 7 99
a 32 5 91
a 8 51 97
a 7 57 90
a 5 11 99
a 16 4 92
a 72 85 96
a 76 67 90
a 1 16 93
a 52 77 97
a 44 47 99
a 17 47 98
a 14 88 95
a 2 7 91
a 42 30 91
a 76 27 95
a 70 5 94
a 76 57 99
a 10 1 97
a 29 5 95
a 33 26 94
a 42 77 90
a 77 27 91
a 32 82 97
a 54 76 99
a 16 23 91
a 1 13 97
a 47 85 99
a 48 22 95
a 57 63 98
a 51 54 95
a 54 97 96
a 1 51 97
a 64 19 92
a 67 73 91
a 55 52 91
a 19 20 98
a 19 94 98
a 82 76 99
a 32 83 99
a 29 38 99
a 23 16 92
a 66 38 94
a 67 1 99
a 32 10 98
a 39 23 90
a 57 44 99
a 33 38 94
a 5 66 91
a 57 7 90
a 2 27 96
a 2 5 96
a 80 33 91
a 26 2 93
a 57 51 93
a 19 44 95
a 10 26 95
a 57 58 95
a 52 20 90
a 26 27 98
a 27 51 94
a 77 92 92
a 30 76 94
a 13 64 91
a 2 32 90
a 91 76 90
a 16 42 91
a 76 16 99
a 72 63 91
a 22 23 90
a 13 19 99
a 7 36 92
a 42 89 98
a 19 22 93
a 10 60 97
a 32 44 98
a 5 17 92
a 2 76 94
a 64 14 90
a 61 88 93
a 41 26 97
a 10 22 99
a 82 83 91
a 7 58 99
a 51 4 96
a 60 66 98
a 1 51 93
a 19 20 96
a 54 22 92
a 51 57 99
a 97 91 99
a 41 29 97
a 1 13 95
a 57 51 92
a 14 52 99
a 83 27 99
a 82 76 90
a 42 64 94
a 94 1 92
a 35 32 97
a 33 2 96
a 52 55 95
a 95 89 94
a 14 13 96
a 39 89 96
a 14 39 91
a 14 73 91
a 16 63 95
a 29 66 93
a 57 51 91
a 42 17 95
a 67 73 91
a 61 86 97
a 29 51 98
a 44 97 96
a 33 32 95
a 26 41 96
a 92 29 95
a 76 57 97
a 16 13 93
a 69 8 98
a 5 2 95
a 26 85 91
a 79 66 94
a 16 4 95
a 36 8 99
a 10 11 90
a 8 79 98
a 91 16 98
a 2 57 97
a 61 60 97
a 51 58 95
a 66 17 92
a 44 26 99
a 29 1 95
a 8 2 96
a 80 39 91
a 76 29 94
a 51 58 91
a 38 80 96
a 26 45 98
a 7 5 92
a 91 11 93
a 13 38 96
a 16 23 91
a 27 26 94
a 29 35 93
a 38 1 99
a 26 32 94
a 52 80 96
a 2 13 99
a 7 4 90
a 1 10 99
a 1 27 99
a 58 11 96
a 91 66 91
a 72 52 95
a 52 4 98
a 76 45 93
a 69 66 98
a 54 61 91
a 47 23 98
a 5 2 93
a 33 45 95
a 32 11 91
a 60 61 92
a 11 4 92
a 45 44 96
a 79 60 96
a 7 10 95
a 29 76 91
a 82 52 90
a 7 64 93
a 69 57 99
a 1 26 98
a 7 10 93
a 58 2 96
a 33 10 90
a 7 54 93
a 92 16 98
a 52 79 94
a 58 33 93
a 97 22 96
a 19 1 91
a 7 33 95
a 38 16 90
a 13 19 94
a 76 54 97
a 51 76 92
a 54 85 98
a 61 60 94
a 1 8 92
a 60 79 97
a 1 14 93
a 26 2 93
a 26 39 94
a 5 8 91
a 67 73 95
a 61 22 97
a 38 94 99
a 11 29 97
a 55 54 97
a 54 16 94
a 42 4 96
a 60 4 95
a 35 91 94
a 45 19 98
a 11 52 92
a 45 44 95
a 58 8 99
a 42 7 91
a 66 72 99
a 85 97 91
a 5 2 98
a 26 13 97
a 16 13 94
a 20 51 99
a 39 17 96
a 14 58 94
a 58 51 92
a 4 23 91
a 8 7 92
a 52 51 90
a 66 14 97
a 2 8 97
a 67 91 96
a 27 38 97
a 35 95 97
a 38 13 90
a 76 26 99
a 70 61 97
a 33 35 93
a 85 29 92
a 45 35 96
a 51 27 97
a 10 19 95
a 52 58 94
a 17 20 99
a 88 91 90
a 92 64 91
a 10 32 96
a 39 41 99
a 4 16 98
a 29 51 96
a 7 27 90
a 4 51 99
a 60 91 95
a 38 95 95
a 58 11 95
a 8 58 93
a 11 60 95
a 4 86 94
a 8 7 95
a 14 13 96
a 30 5 94
a 77 44 94
a 58 33 99
a 26 63 98
a 47 22 98
a 2 26 95
a 4 5 98
a 42 30 96
a 63 20 97
a 79 91 91
a 32 82 94
a 4 29 95
a 30 5 95
a 98 86 99
a 7 22 90
a 57 54 92
a 7 4 96
a 29 19 98
a 13 19 99
a 8 27 98
a 92 41 98
a 13 57 97
a 60 23 91
a 85 55 90
a 32 35 98
a 57 83 92
a 19 5 93
a 64 17 98
a 69 7 94
a 38 39 97
a 67 92 95
a 17 2 91
a 13 67 90
a 47 48 92
a 88 94 98
a 39 48 93
a 19 11 97
a 55 36 94
a 77 51 92
a 19 29 91
a 8 11 92
a 10 29 90
a 8 2 97
a 27 13 98
a 4 27 90
a 63 51 96
a 4 16 99
a 27 58 99
a 44 13 99
a 55 61 98
a 89 91 98
a 85 70 95
a 1 27 99
a 33 8 98
a 11 16 90
a 85 73 96
a 23 10 90
a 44 94 98
a 29 51 98
a 44 32 90
a 22 17 97
a 16 66 91
a 2 47 90
a 73 20 91
a 7 5 98
a 76 51 97
a 94 1 95
a 76 92 97
a 16 2 92
a 17 64 93
a 13 38 98
a 73 67 97
a 57 69 97
a 17 16 96
a 19 16 94
a 97 41 96
a 64 69 92
a 69 66 96
a 4 60 95
a 2 95 98
a 69 1 96
a 29 76 99
a 33 38 97
a 30 2 95
a 66 97 91
a 76 77 92
a 51 52 99
a 45 20 94
a 61 57 91
a 58 20 97
a 91 66 98
a 63 13 92
a 45 29 90
a 73 95 90
a 52 11 90
a 38 91 92
a 60 41 98
a 27 39 90
a 26 41 96
a 94 48 93
a 88 80 99
a 54 1 95
a 4 1 96
a 63 1 94
a 5 16 99
a 70 36 92
a 14 2 98
a 14 17 92
a 69 58 90
a 2 20 90
a 76 26 96
a 51 1 95
a 54 1 98
a 73 57 99
a 61 11 99
a 79 85 92
a 60 10 95
a 27 48 92
a 7 2 95
a 60 79 93
a 80 77 96
a 7 19 95
a 38 41 97
a 26 16 97
a 61 98 92
a 92 98 99
a 17 2 93
a 1 51 90
a 11 54 92
a 10 23 93
a 66 67 90
a 94 60 95
a 79 76 98
a 14 1 92
a 4 54 94
a 10 13 94
a 66 54 94
a 32 33 94
a 7 38 90
a 70 52 92
a 13 16 96
a 22 55 94
a 19 13 94
a 2 44 98
a 32 82 96
a 61 82 91
a 32 35 97
a 39 95 96
a 64 14 91
a 41 47 90
a 39 42 91
a 88 54 90
a 54 5 92
a 60 94 97
a 13 1 93
a 41 29 94
a 89 94 95
a 10 55 93
a 85 19 97
a 7 20 96
a 57 1 96
a 58 95 95
a 8 45 97
a 67 82 99
a 63 13 94
a 92 98 93
a 26 76 91
a 72 70 98
a 41 97 98
a 89 51 97
a 7 1 94
a 39 36 93
a 67 92 98
a 1 16 92
a 63 79 90
a 7 4 98
a 85 19 91
a 51 1 94
a 14 67 90
a 45 11 98
a 72 55 97
a 27 7 91
a 11 38 90
a 55 52 95
a 85 54 99
a 72 91 97
a 38 10 93
a 76 79 92
a 79 38 97
a 7 4 99
a 94 42 92
a 13 88 93
a 76 61 91
a 26 1 95
a 64 69 93
a 79 47 94
a 11 36 99
a 38 44 99
a 5 41 91
a 60 1 94
a 92 61 96
a 47 7 92
a 47 58 93
a 2 10 95
a 1 51 99
a 11 36 95
a 5 79 99
a 35 85 94
a 39 19 90
a 16 70 96
a 76 51 96
a 88 63 95
a 80 16 96
a 2 8 91
a 1 16 90
a 20 17 97
a 2 13 92
a 35 16 92
a 5 11 92
a 48 29 92
a 38 63 90
a 63 76 94
a 69 60 91
a 94 57 98
a 51 63 93
a 13 5 95
a 83 82 98
a 73 5 97
a 1 4 98
a 52 1 91
a 82 32 90
a 79 91 95
a 51 66 92
a 89 83 96
a 58 35 97
a 16 19 93
a 23 92 95
a 51 92 98
a 20 8 96
a 5 4 95
a 51 69 94
a 7 8 96
a 44 72 96
a 89 27 92
a 63 19 94
a 14 41 94
a 70 52 97
a 29 5 96
a 58 1 91
a 29 41 92
a 19 41 93
a 8 7 94
a 5 1 90
a 55 5 91
a 7 82 98
a 27 26 99
a 27 5 93
a 91 85 91
a 20 17 98
a 27 30 90
a 1 22 93
a 4 26 96
a 26 10 90
a 14 1 99
a 8 32 94
a 36 32 91
a 20 27 94
a 47 13 95
a 13 14 99
a 1 42 98
a 22 35 99
a 54 1 96
a 19 8 91
a 7 2 94
a 14 5 96
a 19 41 90
a 66 22 97
a 76 83 98
a 77 80 94
a 52 76 94
a 5 1 94
a 67 1 98
a 92 91 98
a 33 27 99
a 89 55 92
a 27 44 99
a 61 80 96
a 66 10 91
a 44 20 98
a 19 44 99
a 58 19 95
a 66 51 90
a 69 19 97
a 30 7 99
a 10 79 93
a 54 8 93
a 5 27 91
a 60 54 98
a 19 2 98
a 91 61 99
a 83 52 90
a 86 98 90
a 80 5 93
a 67 89 92
a 2 8 93
a 7 22 90
a 55 85 90
a 22 72 95
a 5 72 93
a 52 2 96
a 7 1 91
a 11 52 97
a 55 2 96
a 64 23 93
a 86 22 99
a 7 1 95
a 52 64 93
a 4 33 98
a 32 44 96
a 83 1 99
a 57 55 96
a 1 5 93
a 7 22 98
a 97 92 99
a 19 11 96
a 8 23 92
a 26 8 95
a 13 67 98
a 57 79 94
a 72 66 98
a 39 13 91
a 5 29 96
a 1 26 91
a 17 20 99
a 8 67 95
a 82 32 90
a 10 8 96
a 19 91 90
a 39 64 99
a 38 88 99
a 89 20 96
a 52 51 94
a 26 27 92
a 35 76 94
a 4 55 99
a 69 72 98
a 10 26 95
a 26 54 90
a 17 1 97
a 26 27 98
a 33 8 92
a 7 4 92
a 10 41 92
a 54 22 95
a 1 58 93
a 61 51 93
a 76 70 97
a 61 54 91
a 27 88 99
a 52 27 98
a 83 77 93
a 29 4 92
a 57 1 93
a 10 61 96
a 80 2 99
a 10 54 96
a 38 32 99
a 8 45 98
a 51 8 96
a 2 29 99
a 29 1 98
a 58 8 93
a 57 91 94
a 82 7 99
a 42 38 93
a 5 17 90
a 26 8 93
a 63 70 99
a 54 91 91
a 66 17 93
a 11 10 90
a 95 19 90
a 64 1 98
a 26 14 91
a 26 32 98
a 13 26 91
a 11 32 91
a 94 44 95
a 20 8 98
a 88 89 99
a 85 29 95
a 20 14 98
a 29 26 95
a 77 80 93
a 5 11 93
a 58 83 92
a 5 47 99
a 94 88 92
a 33 88 93
a 82 86 93
a 42 97 98
a 2 14 99
